CUSTOMER;PRODOTTO;YW;START_DATE;END_DATE;PriceUnits;PriceVolume;Units;Volume;Value;WD
Customer D;COMPETITION 12;2018-05;43129;43135;7,376678445;75,36462094;283;27,7;2087,6;83
Customer D;COMPETITION 12;2018-06;43136;43142;7,577037037;79,29457364;270;25,8;2045,8;92
Customer D;COMPETITION 12;2018-07;43143;43149;7,2259375;77,85521886;320;29,7;2312,3;98
Customer D;COMPETITION 12;2018-08;43150;43156;7,46894198;78,43727599;293;27,9;2188,4;88
Customer D;COMPETITION 12;2018-09;43157;43163;7,060479042;75,82636656;334;31,1;2358,2;94
Customer D;COMPETITION 12;2018-10;43164;43170;6,927430556;74,16728625;288;26,9;1995,1;93
Customer D;COMPETITION 12;2018-11;43171;43177;6,764527027;73,61397059;296;27,2;2002,3;93
Customer D;COMPETITION 12;2018-12;43178;43184;7,257518797;77,53012048;266;24,9;1930,5;77
Customer D;COMPETITION 12;2018-13;43185;43191;7,566769231;78,5686901;325;31,3;2459,2;94
Customer D;COMPETITION 12;2018-14;43192;43198;7,501428571;79,26037736;280;26,5;2100,4;84
Customer D;COMPETITION 12;2018-15;43199;43205;8,045703125;81,73412698;256;25,2;2059,7;87
Customer D;COMPETITION 12;2018-16;43206;43212;8,031178707;81,86821705;263;25,8;2112,2;83
Customer D;COMPETITION 12;2018-17;43213;43219;7,846969697;79,67692308;330;32,5;2589,5;90
Customer D;COMPETITION 12;2018-18;43220;43226;7,627034121;80,71944444;381;36;2905,9;91
Customer D;COMPETITION 12;2018-19;43227;43233;8,017182131;81,28919861;291;28,7;2333;86
Customer D;COMPETITION 12;2018-20;43234;43240;7,776092545;77,16581633;389;39,2;3024,9;91
Customer D;COMPETITION 12;2018-21;43241;43247;7,451597052;69,40045767;407;43,7;3032,8;83
Customer D;COMPETITION 12;2018-22;43248;43254;7,840575916;78,61154856;382;38,1;2995,1;92
Customer D;COMPETITION 12;2018-23;43255;43261;8,1321875;81,06853583;320;32,1;2602,3;83
Customer D;COMPETITION 12;2018-24;43262;43268;9,208333333;82,78501629;276;30,7;2541,5;63
Customer D;COMPETITION 12;2018-25;43269;43275;8,486055777;71,23745819;251;29,9;2130;68
Customer D;COMPETITION 12;2018-26;43276;43282;8,800966184;66,97794118;207;27,2;1821,8;57
Customer D;COMPETITION 12;2018-27;43283;43289;9,715263158;74,73279352;190;24,7;1845,9;54
Customer D;COMPETITION 12;2018-28;43290;43296;10,13717277;74,46923077;191;26;1936,2;65
Customer D;COMPETITION 12;2018-29;43297;43303;7,997685185;56,45424837;216;30,6;1727,5;72
Customer D;COMPETITION 12;2018-30;43304;43310;8,333953488;59,13531353;215;30,3;1791,8;66
Customer D;COMPETITION 12;2018-31;43311;43317;8,631609195;60,56048387;174;24,8;1501,9;56
Customer D;COMPETITION 12;2018-32;43318;43324;8,068382353;56,27179487;136;19,5;1097,3;46
Customer D;COMPETITION 12;2018-33;43325;43331;8,106666667;59,11111111;105;14,4;851,2;36
Customer D;COMPETITION 12;2018-34;43332;43338;6,895;53,4496124;100;12,9;689,5;28
Customer D;COMPETITION 12;2018-35;43339;43345;6,543010753;51,13445378;93;11,9;608,5;35
Customer D;COMPETITION 12;2018-36;43346;43352;7,718055556;56,70408163;72;9,8;555,7;28
Customer D;COMPETITION 12;2018-37;43353;43359;8,630232558;70,01886792;43;5,3;371,1;27
Customer D;COMPETITION 12;2018-38;43360;43366;8,725;63,45454545;32;4,4;279,2;20
Customer D;COMPETITION 12;2018-39;43367;43373;6,729545455;51,05172414;44;5,8;296,1;14
Customer D;COMPETITION 12;2018-40;43374;43380;8,532653061;61,48529412;49;6,8;418,1;17
Customer D;COMPETITION 12;2018-41;43381;43387;7,296428571;55,21621622;28;3,7;204,3;10
Customer D;COMPETITION 12;2018-42;43388;43394;6,68;53,13636364;35;4,4;233,8;14
Customer D;COMPETITION 12;2018-43;43395;43401;7,782608696;55,9375;23;3,2;179;17
Customer D;COMPETITION 12;2018-44;43402;43408;7,983333333;59,875;24;3,2;191,6;15
Customer D;COMPETITION 12;2018-45;43409;43415;8,746153846;59,84210526;13;1,9;113,7;6
Customer D;COMPETITION 12;2018-46;43416;43422;8,938461538;64,55555556;13;1,8;116,2;10
Customer D;COMPETITION 12;2018-47;43423;43429;7,8;57,2;11;1,5;85,8;7
Customer D;COMPETITION 12;2018-48;43430;43436;8,777777778;60,76923077;9;1,3;79;8
Customer D;COMPETITION 12;2018-49;43437;43443;6,791666667;50,9375;12;1,6;81,5;5
Customer D;COMPETITION 12;2018-50;43444;43450;9,022222222;67,66666667;9;1,2;81,2;8
Customer D;COMPETITION 12;2018-51;43451;43457;6,345454545;46,53333333;11;1,5;69,8;4
Customer D;COMPETITION 12;2018-52;43458;43464;10,1125;67,41666667;8;1,2;80,9;7
Customer D;COMPETITION 12;2019-01;43465;43471;7,907142857;61,5;14;1,8;110,7;6
Customer D;COMPETITION 12;2019-02;43472;43478;6,388888889;47,91666667;9;1,2;57,5;4
Customer D;COMPETITION 12;2019-03;43479;43485;8,122222222;56,23076923;9;1,3;73,1;4
Customer D;COMPETITION 12;2019-04;43486;43492;7,216666667;48,11111111;6;0,9;43,3;4
Customer D;COMPETITION 12;2019-05;43493;43499;10,42857143;73;7;1;73;10
Customer D;COMPETITION 12;2019-06;43500;43506;7,7;61,6;4;0,5;30,8;2
Customer D;COMPETITION 12;2019-07;43507;43513;10,85;86,8;4;0,5;43,4;7
Customer D;COMPETITION 12;2019-09;43521;43527;10,725;71,5;4;0,6;42,9;3
Customer D;COMPETITION 12;2019-10;43528;43534;6,45;43;2;0,3;12,9;1
Customer D;COMPETITION 12;2019-11;43535;43541;12,36;77,25;5;0,8;61,8;4
Customer D;COMPETITION 12;2019-12;43542;43548;8,725;69,8;4;0,5;34,9;3
Customer D;COMPETITION 12;2019-13;43549;43555;5,88;49;5;0,6;29,4;8
Customer D;COMPETITION 12;2019-14;43556;43562;11,44;81,71428571;5;0,7;57,2;3
Customer D;COMPETITION 12;2019-15;43563;43569;12,55714286;79,90909091;7;1,1;87,9;10
Customer D;COMPETITION 12;2019-16;43570;43576;11,76666667;70,6;3;0,5;35,3;2
Customer D;COMPETITION 12;2019-17;43577;43583;10,54;75,28571429;5;0,7;52,7;7
Customer D;COMPETITION 12;2019-18;43584;43590;8,55;57;6;0,9;51,3;4
Customer D;COMPETITION 12;2019-19;43591;43597;9,56;59,75;5;0,8;47,8;3
Customer D;COMPETITION 12;2019-20;43598;43604;11,76666667;70,6;3;0,5;35,3;5
Customer D;COMPETITION 12;2019-21;43605;43611;9,328571429;65,3;7;1;65,3;9
Customer D;COMPETITION 12;2019-22;43612;43618;6,6;44;6;0,9;39,6;7
Customer D;COMPETITION 12;2019-23;43619;43625;11,88571429;75,63636364;7;1,1;83,2;11
Customer D;COMPETITION 12;2019-24;43626;43632;12,67777778;81,5;9;1,4;114,1;17
Customer D;COMPETITION 12;2019-25;43633;43639;13,78461538;89,6;13;2;179,2;13
Customer D;COMPETITION 12;2019-26;43640;43646;13,79;91,93333333;10;1,5;137,9;11
Customer D;COMPETITION 12;2019-27;43647;43653;12,61666667;84,11111111;6;0,9;75,7;8
Customer D;COMPETITION 12;2019-28;43654;43660;13,425;82,61538462;8;1,3;107,4;11
Customer D;COMPETITION 12;2019-29;43661;43667;10,525;74,29411765;12;1,7;126,3;15
Customer D;COMPETITION 12;2019-30;43668;43674;19,86666667;77,73913043;9;2,3;178,8;13
Customer D;COMPETITION 12;2019-31;43675;43681;15,69285714;43,94;56;20;878,8;23
Customer D;COMPETITION 12;2019-32;43682;43688;18,62777778;45,10762332;54;22,3;1005,9;21
Customer D;COMPETITION 12;2019-33;43689;43695;15,95;79,75;4;0,8;63,8;9
Customer D;COMPETITION 12;2019-34;43696;43702;24,16896552;55,62698413;29;12,6;700,9;16
Customer D;COMPETITION 12;2019-35;43703;43709;18,86222222;41,40487805;90;41;1697,6;21
Customer D;COMPETITION 12;2019-36;43710;43716;17,8966443;39,82972367;298;133,9;5333,2;70
Customer D;COMPETITION 12;2019-37;43717;43723;20,6835443;44,68550593;237;109,7;4902;69
Customer D;COMPETITION 12;2019-38;43724;43730;22,10814815;47,98392283;135;62,2;2984,6;58
Customer D;COMPETITION 12;2019-39;43731;43737;21,57857143;55,43119266;28;10,9;604,2;17
Customer D;COMPETITION 12;2019-40;43738;43744;19,3;53,075;11;4;212,3;8
Customer D;COMPETITION 12;2019-41;43745;43751;18,69819005;41,65625;221;99,2;4132,3;68
Customer D;COMPETITION 12;2019-42;43752;43758;18,42492308;40,02740642;325;149,6;5988,1;61
Customer D;COMPETITION 12;2019-43;43759;43765;18,56;48,84210526;30;11,4;556,8;13
Customer D;COMPETITION 12;2019-44;43766;43772;18,36263736;40,80586081;182;81,9;3342;50
Customer D;COMPETITION 12;2019-45;43773;43779;18,51706161;39,86836735;211;98;3907,1;45
Customer D;COMPETITION 12;2019-46;43780;43786;17,28235294;43,85074627;17;6,7;293,8;6
Customer D;COMPETITION 12;2019-47;43787;43793;17,971;38,39957265;200;93,6;3594,2;59
Customer D;COMPETITION 12;2019-48;43794;43800;18,44444444;39,72649573;126;58,5;2324;41
Customer D;COMPETITION 12;2019-49;43801;43807;20,255;51,27848101;20;7,9;405,1;11
Customer D;COMPETITION 12;2019-50;43808;43814;18,06072874;39,20035149;494;227,6;8922;76
Customer D;COMPETITION 12;2019-51;43815;43821;18,14484211;38,94622684;475;221,3;8618,8;79
Customer D;COMPETITION 12;2019-52;43822;43828;17,86088561;38,11259843;271;127;4840,3;62
Customer D;COMPETITION 12;2020-01;43829;43835;18,17111111;39,3125;45;20,8;817,7;22
Customer D;COMPETITION 12;2020-02;43836;43842;20,925;69,75;4;1,2;83,7;5
Customer D;COMPETITION 12;2020-03;43843;43849;8,933333333;53,6;3;0,5;26,8;5
Customer D;COMPETITION 12;2020-04;43850;43856;18,77142857;54,75;7;2,4;131,4;7
Customer D;COMPETITION 12;2020-05;43857;43863;18,76875;48,43548387;16;6,2;300,3;5
Customer D;COMPETITION 12;2020-06;43864;43870;18,12412451;39,307173;257;118,5;4657,9;62
Customer D;COMPETITION 12;2020-07;43871;43877;17,93217391;38,69043152;230;106,6;4124,4;58
Customer D;COMPETITION 12;2020-08;43878;43884;19,675;50,77419355;8;3,1;157,4;8
Customer D;COMPETITION 12;2020-09;43885;43891;7,25;36,25;4;0,8;29;2
Customer D;COMPETITION 12;2020-10;43892;43898;8,7;48,33333333;5;0,9;43,5;3
Customer D;COMPETITION 12;2020-11;43899;43905;31,5;78,75;1;0,4;31,5;2
Customer D;COMPETITION 12;2020-12;43906;43912;17,94248705;38,73489933;193;89,4;3462,9;65
Customer D;COMPETITION 12;2020-13;43913;43919;17,09333333;37,11804009;195;89,8;3333,2;69
Customer D;COMPETITION 12;2020-14;43920;43926;25,31666667;54,25;18;8,4;455,7;18
Customer D;COMPETITION 12;2020-15;43927;43933;24,05714286;54,32258065;14;6,2;336,8;8
Customer D;COMPETITION 12;2020-16;43934;43940;21,655;52,81707317;20;8,2;433,1;19
Customer D;COMPETITION 12;2020-17;43941;43947;23,96;50,9787234;10;4,7;239,6;11
Customer D;COMPETITION 12;2020-18;43948;43954;19,23888889;41,556;54;25;1038,9;32
Customer D;COMPETITION 12;2020-19;43955;43961;18,77696335;40,50141163;382;177,1;7172,8;90
Customer D;COMPETITION 12;2020-20;43962;43968;18,88409091;41,33830846;88;40,2;1661,8;51
Customer D;COMPETITION 12;2020-21;43969;43975;22,44;54,73170732;10;4,1;224,4;10
Customer D;COMPETITION 12;2020-22;43976;43982;10,05714286;78,22222222;7;0,9;70,4;10
Customer D;COMPETITION 12;2020-23;43983;43989;25,7;70,09090909;3;1,1;77,1;2
Customer D;COMPETITION 12;2020-24;43990;43996;9,1;65;5;0,7;45,5;5
Customer D;COMPETITION 12;2020-25;43997;44003;12,77142857;68,76923077;7;1,3;89,4;7
Customer D;COMPETITION 12;2020-26;44004;44010;9,077777778;68,08333333;9;1,2;81,7;8
Customer D;COMPETITION 12;2020-27;44011;44017;12,78571429;68,84615385;7;1,3;89,5;11
Customer D;COMPETITION 12;2020-28;44018;44024;15,475;68,77777778;8;1,8;123,8;6
Customer D;COMPETITION 12;2020-29;44025;44031;11,2;61,09090909;6;1,1;67,2;6
Customer D;COMPETITION 12;2020-30;44032;44038;9,542857143;74,22222222;7;0,9;66,8;8
Customer D;COMPETITION 12;2020-31;44039;44045;17,76761658;37,60032895;386;182,4;6858,3;85
Customer D;COMPETITION 12;2020-32;44046;44052;18,52666667;38,73170732;60;28,7;1111,6;36
Customer D;COMPETITION 12;2020-33;44053;44059;16,11111111;65,90909091;9;2,2;145;7
Customer D;COMPETITION 12;2020-34;44060;44066;19,32840237;41,90506735;338;155,9;6533;79
Customer D;COMPETITION 12;2020-35;44067;44073;18,92990654;41,67695473;107;48,6;2025,5;50
Customer D;COMPETITION 12;2020-36;44074;44080;16,14186047;41,81325301;43;16,6;694,1;16
Customer D;COMPETITION 12;2020-37;44081;44087;18,87034483;40,77794337;580;268,4;10944,8;95
Customer D;COMPETITION 12;2020-38;44088;44094;19,06;41,43478261;90;41,4;1715,4;46
Customer D;COMPETITION 12;2020-39;44095;44101;24,05;50,63157895;4;1,9;96,2;4
Customer D;COMPETITION 12;2020-40;44102;44108;9,2;46;1;0,2;9,2;1
Customer D;COMPETITION 12;2020-41;44109;44115;18,40603774;40,24422442;265;121,2;4877,6;83
Customer D;COMPETITION 12;2020-42;44116;44122;18,59339934;39,98438609;303;140,9;5633,8;82
Customer D;COMPETITION 12;2020-43;44123;44129;19,30666667;40,78873239;30;14,2;579,2;33
Customer D;COMPETITION 12;2020-44;44130;44136;19,02222222;40,72727273;252;117,7;4793,6;86
Customer D;COMPETITION 12;2020-45;44137;44143;19,35388128;40,63758389;219;104,3;4238,5;83
Customer D;COMPETITION 12;2020-46;44144;44150;20,17142857;61,39130435;7;2,3;141,2;3
Customer D;COMPETITION 12;2020-47;44151;44157;18,7460733;40,92;191;87,5;3580,5;79
Customer D;COMPETITION 12;2020-48;44158;44164;19,03311475;40,88098592;305;142;5805,1;83
Customer D;COMPETITION 12;2020-49;44165;44171;17,83589744;42,41463415;39;16,4;695,6;18
Customer D;COMPETITION 12;2020-50;44172;44178;19,5;42,3015873;41;18,9;799,5;21
Customer D;COMPETITION 12;2020-51;44179;44185;17,82863341;38,75058934;461;212,1;8219;91
Customer D;COMPETITION 12;2020-52;44186;44192;18,71959459;39,86330935;148;69,5;2770,5;71
Customer D;COMPETITION 12;2021-00;44193;44199;24,28333333;66,22727273;6;2,2;145,7;6
Customer D;COMPETITION 12;2021-01;44200;44206;16,65;51,23076923;4;1,3;66,6;5
Customer D;COMPETITION 12;2021-02;44207;44213;16,8375;51,80769231;8;2,6;134,7;8
Customer D;COMPETITION 12;2021-03;44214;44220;16,2;60,75;3;0,8;48,6;2
Customer D;COMPETITION 12;2021-04;44221;44227;10,36666667;62,2;3;0,5;31,1;6
Customer D;COMPETITION 12;2021-05;44228;44234;20,6;58,85714286;2;0,7;41,2;3
Customer D;COMPETITION 12;2021-06;44235;44241;18,9215311;41,21521626;418;191,9;7909,2;90
Customer D;COMPETITION 12;2021-07;44242;44248;18,91467577;41,17384844;293;134,6;5542;76
Customer D;COMPETITION 12;2021-08;44249;44255;17,95825243;40,29847495;103;45,9;1849,7;42
Customer D;COMPETITION 12;2021-09;44256;44262;21,16666667;57,72727273;3;1,1;63,5;2
Customer D;COMPETITION 12;2021-10;44263;44269;9,8;65,33333333;2;0,3;19,6;4
Customer D;COMPETITION 12;2021-11;44270;44276;12,025;37;4;1,3;48,1;6
Customer D;COMPETITION 12;2021-12;44277;44283;9,78;24,45;10;4;97,8;5
Customer D;COMPETITION 12;2021-13;44284;44290;9,7;48,5;1;0,2;9,7;3
Customer D;COMPETITION 12;2021-14;44291;44297;9,4;47;1;0,2;9,4;2
Customer D;COMPETITION 12;2021-15;44298;44304;20,6;68,66666667;2;0,6;41,2;3
Customer D;COMPETITION 12;2021-16;44305;44311;8,24;51,5;5;0,8;41,2;3
Customer D;COMPETITION 12;2021-17;44312;44318;4,2;21;1;0,2;4,2;4
Customer D;COMPETITION 12;2021-18;44319;44325;18,89722222;41,52774695;396;180,2;7483,3;95
Customer D;COMPETITION 12;2021-19;44326;44332;18,81380471;40,40274765;297;138,3;5587,7;85
Customer D;COMPETITION 12;2021-20;44333;44339;18,87222222;40,28063241;54;25,3;1019,1;44
Customer D;COMPETITION 12;2021-21;44340;44346;18,81818182;46;11;4,5;207;4
Customer D;COMPETITION 12;2021-22;44347;44353;8,666666667;37,14285714;3;0,7;26;2
Customer D;COMPETITION 12;2021-23;44354;44360;13,29333333;38,34615385;15;5,2;199,4;9
Customer D;COMPETITION 12;2021-24;44361;44367;15,84666667;43,21818182;15;5,5;237,7;12
Customer D;COMPETITION 12;2021-25;44368;44374;13,675;54,7;4;1;54,7;8
Customer D;COMPETITION 12;2021-26;44375;44381;12,25;54,44444444;4;0,9;49;3
Customer D;COMPETITION 12;2021-27;44382;44388;15,23;58,57692308;10;2,6;152,3;8
Customer D;COMPETITION 12;2021-28;44389;44395;8,571428571;54,54545455;7;1,1;60;11
Customer D;COMPETITION 12;2021-29;44396;44402;6,817647059;38,63333333;17;3;115,9;7
Customer D;COMPETITION 12;2021-30;44403;44409;18,45541667;40,26636364;480;220;8858,6;87
Customer D;COMPETITION 13;2018-05;43129;43135;28,6;95,33333333;1;0,3;28,6;1
Customer D;COMPETITION 13;2018-07;43143;43149;28,6;81,71428571;2;0,7;57,2;1
Customer D;COMPETITION 13;2018-09;43157;43163;21,28333333;58,04545455;6;2,2;127,7;2
Customer D;COMPETITION 13;2018-11;43171;43177;28,6;95,33333333;1;0,3;28,6;3
Customer D;COMPETITION 13;2018-13;43185;43191;27,5;68,75;1;0,4;27,5;2
Customer D;COMPETITION 13;2018-14;43192;43198;27,47142857;73,96153846;7;2,6;192,3;6
Customer D;COMPETITION 13;2018-15;43199;43205;28,6;71,5;1;0,4;28,6;2
Customer D;COMPETITION 13;2018-16;43206;43212;28,55;71,375;2;0,8;57,1;2
Customer D;COMPETITION 13;2018-17;43213;43219;22,3;55,75;2;0,8;44,6;2
Customer D;COMPETITION 13;2018-18;43220;43226;28,6;95,33333333;1;0,3;28,6;1
Customer D;COMPETITION 13;2018-20;43234;43240;16;45,71428571;4;1,4;64;1
Customer D;COMPETITION 13;2018-21;43241;43247;13,95;34,875;2;0,8;27,9;1
Customer D;COMPETITION 13;2018-22;43248;43254;17,48;46;5;1,9;87,4;3
Customer D;COMPETITION 13;2018-23;43255;43261;26,75;76,42857143;2;0,7;53,5;3
Customer D;COMPETITION 13;2018-25;43269;43275;24,9;71,14285714;2;0,7;49,8;5
Customer D;COMPETITION 13;2018-26;43276;43282;16,5;55;1;0,3;16,5;2
Customer D;COMPETITION 13;2018-27;43283;43289;31,8;95,4;3;1;95,4;6
Customer D;COMPETITION 13;2018-30;43304;43310;33,26666667;83,16666667;3;1,2;99,8;5
Customer D;COMPETITION 13;2018-31;43311;43317;20,33502304;54,54511743;217;80,9;4412,7;80
Customer D;COMPETITION 13;2018-32;43318;43324;21,52985075;57,7;67;25;1442,5;44
Customer D;COMPETITION 13;2018-33;43325;43331;20,77692308;55,69072165;26;9,7;540,2;19
Customer D;COMPETITION 13;2018-34;43332;43338;28,75263158;79,17391304;19;6,9;546,3;18
Customer D;COMPETITION 13;2018-35;43339;43345;19,87142857;53,5;7;2,6;139,1;9
Customer D;COMPETITION 13;2018-36;43346;43352;20,2402439;54,59539474;82;30,4;1659,7;37
Customer D;COMPETITION 13;2018-37;43353;43359;19,95413223;53,95418994;242;89,5;4828,9;72
Customer D;COMPETITION 13;2018-38;43360;43366;20,75135135;55,63768116;37;13,8;767,8;23
Customer D;COMPETITION 13;2018-39;43367;43373;22,19285714;62,14;14;5;310,7;13
Customer D;COMPETITION 13;2018-40;43374;43380;22,44615385;62,08510638;13;4,7;291,8;13
Customer D;COMPETITION 13;2018-41;43381;43387;27,025;73,04054054;20;7,4;540,5;12
Customer D;COMPETITION 13;2018-42;43388;43394;27,64375;76,25862069;16;5,8;442,3;13
Customer D;COMPETITION 13;2018-43;43395;43401;26,58333333;69,34782609;6;2,3;159,5;5
Customer D;COMPETITION 13;2018-44;43402;43408;19,57417582;53,17164179;182;67;3562,5;61
Customer D;COMPETITION 13;2018-45;43409;43415;20,1479798;54,87345254;198;72,7;3989,3;67
Customer D;COMPETITION 13;2018-46;43416;43422;22,37692308;61,89361702;13;4,7;290,9;12
Customer D;COMPETITION 13;2018-47;43423;43429;19,89071038;53,13868613;183;68,5;3640;63
Customer D;COMPETITION 13;2018-48;43430;43436;19,85241935;53,63180828;124;45,9;2461,7;55
Customer D;COMPETITION 13;2018-49;43437;43443;29,13333333;81,9375;9;3,2;262,2;13
Customer D;COMPETITION 13;2018-50;43444;43450;20,925;55,8;4;1,5;83,7;5
Customer D;COMPETITION 13;2018-51;43451;43457;32,125;85,66666667;4;1,5;128,5;8
Customer D;COMPETITION 13;2018-52;43458;43464;20,40077519;55,75635593;129;47,2;2631,7;56
Customer D;COMPETITION 13;2019-01;43465;43471;20,45252525;55,4739726;99;36,5;2024,8;41
Customer D;COMPETITION 13;2019-02;43472;43478;27,38;72,05263158;5;1,9;136,9;6
Customer D;COMPETITION 13;2019-03;43479;43485;28,685;76,49333333;20;7,5;573,7;17
Customer D;COMPETITION 13;2019-04;43486;43492;29,05555556;79,24242424;9;3,3;261,5;12
Customer D;COMPETITION 13;2019-05;43493;43499;27,4;68,5;3;1,2;82,2;3
Customer D;COMPETITION 13;2019-07;43507;43513;19,38863636;52,01829268;44;16,4;853,1;32
Customer D;COMPETITION 13;2019-08;43514;43520;20,26882591;54,83461117;247;91,3;5006,4;78
Customer D;COMPETITION 13;2019-09;43521;43527;20,74736842;56,04739336;57;21,1;1182,6;28
Customer D;COMPETITION 13;2019-10;43528;43534;20,03473684;55,32848837;95;34,4;1903,3;49
Customer D;COMPETITION 13;2019-11;43535;43541;20,7962963;55,87064677;108;40,2;2246;49
Customer D;COMPETITION 13;2019-12;43542;43548;29,14;76,68421053;5;1,9;145,7;4
Customer D;COMPETITION 13;2019-13;43549;43555;29,85;79,6;4;1,5;119,4;4
Customer D;COMPETITION 13;2019-14;43556;43562;33,25;95;2;0,7;66,5;1
Customer D;COMPETITION 13;2019-15;43563;43569;31,6;90,28571429;2;0,7;63,2;1
Customer D;COMPETITION 13;2019-16;43570;43576;29,1;72,75;3;1,2;87,3;3
Customer D;COMPETITION 13;2019-17;43577;43583;27;67,5;1;0,4;27;2
Customer D;COMPETITION 13;2019-18;43584;43590;29,45;84,14285714;2;0,7;58,9;2
Customer D;COMPETITION 13;2019-19;43591;43597;23,23333333;63,36363636;3;1,1;69,7;3
Customer D;COMPETITION 13;2019-20;43598;43604;23,37142857;62,92307692;7;2,6;163,6;9
Customer D;COMPETITION 13;2019-21;43605;43611;24,9;71,14285714;2;0,7;49,8;4
Customer D;COMPETITION 13;2019-22;43612;43618;20;66,66666667;1;0,3;20;4
Customer D;COMPETITION 13;2019-23;43619;43625;27;90;1;0,3;27;2
Customer D;COMPETITION 13;2019-24;43626;43632;18,86666667;51,45454545;3;1,1;56,6;1
Customer D;COMPETITION 13;2019-25;43633;43639;19,65;56,14285714;2;0,7;39,3;3
Customer D;COMPETITION 13;2019-26;43640;43646;23,3;77,66666667;1;0,3;23,3;1
Customer D;COMPETITION 13;2019-30;43668;43674;33,3;83,25;1;0,4;33,3;2
Customer D;COMPETITION 13;2019-31;43675;43681;29,29333333;77,0877193;15;5,7;439,4;11
Customer D;COMPETITION 13;2019-32;43682;43688;28,3;75,46666667;8;3;226,4;9
Customer D;COMPETITION 13;2019-33;43689;43695;19,9;66,33333333;1;0,3;19,9;2
Customer D;COMPETITION 13;2019-34;43696;43702;26,86363636;75,76923077;11;3,9;295,5;13
Customer D;COMPETITION 13;2019-35;43703;43709;27,25;71,08695652;18;6,9;490,5;20
Customer D;COMPETITION 13;2019-36;43710;43716;24,84545455;66,65853659;11;4,1;273,3;9
Customer D;COMPETITION 13;2019-37;43717;43723;28;75,67567568;10;3,7;280;12
Customer D;COMPETITION 13;2019-38;43724;43730;28,24;78,44444444;5;1,8;141,2;11
Customer D;COMPETITION 13;2019-39;43731;43737;22,78571429;61,34615385;7;2,6;159,5;10
Customer D;COMPETITION 13;2019-40;43738;43744;24,46;64,36842105;5;1,9;122,3;6
Customer D;COMPETITION 13;2019-41;43745;43751;23,85;65,79310345;8;2,9;190,8;4
Customer D;COMPETITION 13;2019-42;43752;43758;29,1;72,75;2;0,8;58,2;4
Customer D;COMPETITION 13;2019-43;43759;43765;24,9;62,25;2;0,8;49,8;2
Customer D;COMPETITION 13;2019-44;43766;43772;29,675;84,78571429;4;1,4;118,7;10
Customer D;COMPETITION 13;2019-45;43773;43779;17,63333333;48,98148148;15;5,4;264,5;6
Customer D;COMPETITION 13;2019-46;43780;43786;16,61666667;43,34782609;6;2,3;99,7;6
Customer D;COMPETITION 13;2019-47;43787;43793;16,6;45,27272727;3;1,1;49,8;2
Customer D;COMPETITION 13;2019-48;43794;43800;18,27777778;47;9;3,5;164,5;7
Customer D;COMPETITION 13;2019-49;43801;43807;16,38;43,10526316;5;1,9;81,9;7
Customer D;COMPETITION 13;2019-50;43808;43814;16,62222222;42,74285714;9;3,5;149,6;7
Customer D;COMPETITION 13;2019-51;43815;43821;16,12857143;43,42307692;14;5,2;225,8;6
Customer D;COMPETITION 13;2019-52;43822;43828;16,07142857;40,90909091;14;5,5;225;14
Customer D;COMPETITION 13;2020-01;43829;43835;16,62222222;44;9;3,4;149,6;3
Customer D;COMPETITION 13;2020-02;43836;43842;16,16666667;41,27659574;12;4,7;194;9
Customer D;COMPETITION 13;2020-03;43843;43849;16,01875;42,36363636;32;12,1;512,6;6
Customer D;COMPETITION 13;2020-04;43850;43856;16,38888889;46,09375;9;3,2;147,5;7
Customer D;COMPETITION 13;2020-05;43857;43863;15,7;42,81818182;3;1,1;47,1;5
Customer D;COMPETITION 13;2020-06;43864;43870;16,56875;45,70689655;16;5,8;265,1;7
Customer D;COMPETITION 13;2020-07;43871;43877;16,03571429;44,01960784;14;5,1;224,5;9
Customer D;COMPETITION 13;2020-08;43878;43884;16,22222222;44,24242424;9;3,3;146;5
Customer D;COMPETITION 13;2020-09;43885;43891;16,59230769;44,02040816;26;9,8;431,4;8
Customer D;COMPETITION 13;2020-10;43892;43898;16,62;48,88235294;5;1,7;83,1;1
Customer D;COMPETITION 13;2020-11;43899;43905;16,6;45,27272727;3;1,1;49,8;3
Customer D;COMPETITION 13;2020-12;43906;43912;16,625;47,5;4;1,4;66,5;1
Customer D;COMPETITION 13;2020-13;43913;43919;16,61666667;45,31818182;12;4,4;199,4;8
Customer D;COMPETITION 13;2020-14;43920;43926;16,6;44,26666667;4;1,5;66,4;4
Customer D;COMPETITION 13;2020-15;43927;43933;16,625;41,5625;4;1,6;66,5;4
Customer D;COMPETITION 13;2020-18;43948;43954;16,6;41,5;2;0,8;33,2;5
Customer D;COMPETITION 13;2020-19;43955;43961;16,62352941;43,47692308;17;6,5;282,6;9
Customer D;COMPETITION 13;2020-20;43962;43968;16,625;45,86206897;8;2,9;133;4
Customer D;COMPETITION 13;2020-21;43969;43975;16,6;41,5;1;0,4;16,6;3
Customer D;COMPETITION 13;2020-22;43976;43982;16,6;41,5;2;0,8;33,2;2
Customer D;COMPETITION 13;2020-23;43983;43989;16,6;41,5;1;0,4;16,6;2
Customer D;COMPETITION 13;2020-24;43990;43996;16,6;41,5;1;0,4;16,6;3
Customer D;COMPETITION 13;2020-25;43997;44003;16,6;41,5;1;0,4;16,6;1
